date,loans,deposits,deposit_movement,loan_growth_mom_pct,gca,ead,provisions,stage_1_share_pct,stage_2_share_pct,stage_3_share_pct,rwa,cet1_capital,at1_capital,tier2_capital,hqla,net_cash_outflows,ecb_rate_pct,avg_loan_yield_pct,avg_deposit_cost_pct,nii,fee_income,operating_income,operating_costs,pre_tax_profit,total_assets,total_liabilities
2023-07-31,309970.3507573719,351502.2474575491,42.34218658530153,0.35943390058306945,309970.3507573719,334767.9788179617,4964.859384205036,89.52252118302138,7.969676081026217,2.507802735952403,177483.2525363035,28797.107188410908,5500,4000,71964.5952608854,52882.90095710961,3.6376007008349416,4.657559207390953,2.724412731185757,405.05671931203983,90.40801897090016,671.8744038708446,1061.3169577765873,-419.24479033357125,531934.9460182573,501502.2474575491
2023-08-31,311070.7429328845,353947.7036079026,2445.4561503534787,0.35499917099294126,311070.7429328845,335956.40236751526,5022.271876718556,89.36080202903163,8.110880973020596,2.528316997947764,178222.22614826396,28487.356615900993,5500,4000,73616.14986080676,51706.00730646741,3.6538753480584125,4.659246938911577,2.7245516036876967,404.1721860904198,90.72896668875798,669.0540057318412,1054.1423310896264,-442.50081787130534,534686.8927936913,503947.7036079026
2023-09-30,311831.13771297544,352904.32876947057,-1043.374838432006,0.24444432572530667,311831.13771297544,336777.6287300135,5061.58483077729,89.38335765570109,8.068628346459688,2.5480139978392238,178605.40341662127,28212.392378971377,5500,4000,74615.2607760341,54787.16376863885,3.6861056311969165,4.792946798293169,2.7639915644712563,432.6378877710954,90.95074849961783,688.7455644702352,1042.2386631680943,-392.8060527565933,536446.3984890096,502904.32876947057
2023-10-31,312132.8802595037,353167.68347990204,263.35471043147845,0.09676472617241852,312132.8802595037,337103.51068026404,5076.023818942618,89.37793515259493,8.067692443172653,2.5543724042324167,178770.03215811806,27948.80770479543,5500,4000,75882.9519303449,52973.81691543555,3.7054755323789506,4.79052676251826,2.7635673348739958,432.7318687890704,91.03875674235525,678.6503813608603,1040.7609277326026,-376.54953453707014,538015.8321898486,503167.68347990204
2023-11-30,314448.8515403388,354105.68301193544,937.9995320333983,0.7419824783949708,314448.8515403388,339604.7596635659,5117.332915695528,89.22325651514727,8.226646051429976,2.5500974334227466,180077.60010607043,27655.880379161474,5500,4000,74610.07941926748,51945.45153896118,3.7135931431003093,4.770910445405021,2.843783723665611,411.0061104604823,91.71424836593214,670.3995586380487,1047.5580699336479,-418.46760804850885,539058.9309596063,504105.68301193544
2023-12-31,316124.5282550205,355361.81215128826,1256.1291393528227,0.5328932532185611,316124.5282550205,341414.4905154222,5161.42571359819,89.17016378572579,8.27058179625753,2.559254418016693,180981.54122976906,27359.861273853126,5500,4000,73951.88306930555,53482.2534166109,3.6919906918672636,4.760256085208654,2.8218208338477275,418.38862018940733,92.20298740771432,671.4225439823274,1050.2141822344456,-422.88443615478013,540076.4113243261,505361.81215128826
2024-01-31,317199.34502319974,355996.0497810716,634.2376297833398,0.33999790339335956,317199.34502319974,342575.29262505576,5262.4106033556345,89.02817929193462,8.362027354509866,2.609793353555522,181733.8498587497,27058.173668629523,5500,4000,74269.19118869954,52688.677747273425,3.7572588858416287,4.8232268902189945,2.85691859416817,427.39389700482377,92.5164756317666,722.9467125165303,1052.9441159356625,-430.98229317657695,541468.5362118992,505996.0497810716
2024-02-29,317065.9950535489,358836.27446880646,2840.2246877348516,-0.042039799811416236,317065.9950535489,342431.2746578328,5283.641580534863,88.78911213572222,8.595614050074765,2.615273814203015,181920.21740362895,26793.474505477836,5500,4000,73916.57519367023,54845.071739122846,3.724402469731411,4.784774186225577,2.8466975162956576,412.99238097917396,92.47758189061842,695.1198647901281,1052.0305492561674,-378.1416616452682,540982.5702472192,508836.27446880646
2024-03-31,317887.6375755718,360049.6832497005,1213.4087808940676,0.2591392753688719,317887.6375755718,343318.6485816175,5331.515418365611,88.57292189409804,8.798073396425947,2.6290047094760105,182573.56481783194,26496.88931709707,5500,4000,74704.45802236444,51454.79622393903,3.7342232043962085,4.795431296700681,2.841371383396435,417.81121623124193,92.71722762620844,672.2462479510959,1048.0655363785877,-423.6931262582398,542592.0955979362,510049.6832497005
2024-04-30,319569.18572689604,359170.3070802459,-879.3761694545974,0.5289756355890032,319569.18572689604,345134.72058504773,5358.447308705804,88.51176945038044,8.862762989883972,2.6254675597355783,183476.10441853647,26229.403283651383,5500,4000,74411.9828665445,54419.78853332919,3.73252888397168,4.823539733813568,2.8912146861860477,419.18016531980936,93.20767917034469,690.0702593014056,1045.2612738836194,-382.1229049224065,543981.1685934406,509170.3070802459
2024-05-31,320721.6295393966,360182.4514316455,1012.1443513995619,0.36062419781780536,320721.6295393966,346379.35990254837,5396.038916858781,88.54473846550519,8.816058873929679,2.6392026605651275,184039.5909454527,25975.807149884564,5500,4000,74741.13868829039,56035.71918069847,3.734693825380863,4.892017818100251,2.877709847477144,443.7294491529764,93.54380861565734,712.962507345396,1037.6510902878751,-362.28019109545585,545462.768227687,510182.4514316455
2024-06-30,321936.8478056205,362494.9984211325,2312.5469894870184,0.37890125089758514,321936.8478056205,347691.7956300702,5402.070862199353,88.5652100022886,8.804351444149926,2.6304385535614756,184616.22978143004,25728.12909972633,5500,4000,72408.51741934556,53586.833921568345,3.7240190798921406,4.837833629133138,2.8728095236276916,430.08152086626126,93.89824727663932,690.8268564703868,1038.620697070146,-353.825785940331,544345.3652249661,512494.9984211325
2024-07-31,321721.91854431387,365993.93241745414,3498.9339963216335,-0.06676131134774765,321721.91854431387,347459.672027859,5358.376098532232,88.65814341966698,8.734234115332255,2.6076224650007562,184379.7501403159,25473.537981910602,5500,4000,74476.04871496418,57004.46041098582,3.6724985861946586,4.780495036389631,2.8635473309700448,408.2909053113415,93.83555957542488,687.2497981508741,1050.9513950304874,-363.70159687961336,546197.967259278,515993.93241745414
2024-08-31,322489.8061520145,367794.87199574796,1800.9395782938227,0.23868053851447257,322489.8061520145,348288.99064417573,5375.3287438392235,88.55883418610799,8.8351086522014,2.6060571616905985,184866.51642351807,25205.501479361905,5500,4000,74401.02567931198,52904.59139120481,3.6479585884496704,4.764024843365528,2.8540816700661535,405.5273714441156,94.05952679433757,683.069446582847,1049.0260906311357,-382.90928935527984,546890.8318313265,517794.87199574796
2024-09-30,324273.75188991,368804.1020979984,1009.2301022504107,0.5531789544549571,324273.75188991,350215.6520411029,5429.617273964554,88.45322382645273,8.92900741487826,2.617768758669016,185889.29346787816,24928.80137275225,5500,4000,74475.5208889797,53658.852176256994,3.67446243673875,4.777711540867399,2.855318043106884,413.5278664271224,94.57984430122376,719.505235362305,1060.502571822196,-395.2858665852218,548749.2727788897,518804.1020979984
2024-10-31,324627.97458484385,368179.55442330474,-624.5476746936329,0.10923569757630813,324627.97458484385,350598.2125516314,5476.166176963436,88.25585919509435,9.108020063491058,2.6361207414146035,186300.55047418995,24629.984848504915,5500,4000,75086.38036090364,52573.36945535628,3.6979670660782276,4.815235769024643,2.874355375697085,420.7344611404826,94.68315925391279,678.7611601281782,1059.0930060540575,-426.8807489247605,549714.3549457474,518179.55442330474
2024-11-30,325644.43898480677,368613.04934352037,433.49492021562764,0.3131166995890609,325644.43898480677,351695.9941035913,5501.69133891325,88.20214952731214,9.158531095095997,2.6393193775918573,186873.03998337695,24341.948555823383,5500,4000,75333.29724345266,55832.7969073452,3.717197168230706,4.725893073393563,2.8761456417403948,398.9799860245231,94.97962803723532,676.6073003823451,1062.5625565490084,-411.48041811647727,550977.7362282594,518613.04934352037
2024-12-31,325191.2056034921,369847.1600060557,1234.1106625353568,-0.13918044561964565,325191.2056034921,351206.5020517715,5452.031084841295,88.00855863778072,9.388475124406638,2.6029662378126406,186797.86205726006,24063.465051735388,5500,4000,76384.75572854331,54156.190777482676,3.6441801578844606,4.728318492412278,2.844069391878728,404.78050298194773,94.8474349676852,674.6110953642948,1072.444672632858,-397.8335772685633,551575.9613320355,519847.1600060557
2025-01-31,327575.11046891304,372184.9423096042,2337.782303548476,0.7330779013524861,327575.11046891304,353781.1193064261,5595.864802919848,87.84803468316471,9.487612446867297,2.6643528699679844,188255.86874564577,23676.15134531018,5500,4000,76964.12626222275,55546.48240775748,3.6045730913540304,4.712002158774001,2.8386237031807626,405.8680237359523,95.54274055343298,670.9494069398811,1080.4209837544834,-553.3052948931561,554539.2367311358,522184.9423096042
2025-02-28,329198.53204992693,372755.39809774945,570.4557881452492,0.49558758560441535,329198.53204992693,355534.4146139211,5682.673320286225,87.65066729396061,9.654903779441279,2.694428926598097,189328.1413059371,23318.71488411658,5500,4000,79142.95699982435,55506.31450091359,3.50333246454501,4.62981332626889,2.8125974509038723,396.4307234770996,96.01623851456202,654.8668541027394,1078.6818527272183,-510.6235159908556,558341.4890497513,522755.39809774945
2025-03-31,330710.815632776,372663.60465804825,-91.79343970119953,0.45938345272442405,330710.815632776,357167.6808833981,5718.79730256766,87.69380091293725,9.603343315782723,2.7028557712800305,190058.04664663557,23028.008923834994,5500,4000,77777.86744297162,54095.220188408246,3.496225459709695,4.632336691133385,2.8205332933915876,400.71145103084245,96.45732122622634,686.3001943404354,1065.470441032695,-415.29422897369454,558488.6830757477,522663.60465804825
2025-04-30,331762.503784066,374023.3110481758,1359.7063901275396,0.31800839330814445,331762.503784066,358303.5040867913,5662.48207972584,87.5400300038866,9.812308198709133,2.647661797404275,190675.49044631023,22739.89948794352,5500,4000,77166.02385267058,55493.23742761093,3.4468782952257544,4.555616288175589,2.8261741199230754,378.60638676026144,96.76406360368593,660.8957995544572,1072.4807079708507,-411.58490841639355,558928.5276367366,524023.3110481758
2025-05-31,333432.7319935976,376244.8787744432,2221.5677262673853,0.5034409224915526,333432.7319935976,360107.3505530854,5715.719066206351,87.46086198273221,9.878940764076475,2.660197253191323,191623.22088033048,22415.930826300035,5500,4000,77556.10956928557,54261.14261270494,3.3668952670724916,4.528272529091402,2.7756908630986614,387.9456735705154,97.25121349813263,670.9477950339505,1080.5231823298436,-462.81237377640457,560988.8415628832,526244.8787744432
2025-06-30,334328.82493332,379023.4827280323,2778.603953589103,0.2687477424201056,334328.82493332,361075.1309279856,5695.297748120891,87.51734828335896,9.84307426640538,2.639577450235662,191985.42339225137,22124.47467895299,5500,4000,77869.01689655794,56246.733463288554,3.2698465042032474,4.489065934813986,2.7538628932584115,380.8711952302142,97.512573938885,671.235678907597,1087.6016036890894,-416.36592478149237,562197.8418298779,529023.4827280323
2025-07-31,337277.31522284774,379585.17054760666,561.6878195743775,0.8819132750865213,337277.31522284774,364259.5004406756,5818.433268932909,87.62967224390637,9.679184066286208,2.6911436898074204,193428.1170355033,21761.242471842168,5500,4000,77412.27684261366,55566.3974991037,3.2292405817495906,4.494943870518006,2.6553743886603507,423.41821711526916,98.37255027333059,683.0160591770077,1078.7836913804485,-518.9031530154593,564689.5920654614,529585.1705476067
2025-08-31,338659.84580389404,381116.6666838071,1531.4961362004397,0.40990915150424834,338659.84580389404,365752.6334682056,5780.432312997233,87.61023382473637,9.738883774798998,2.6508824004646296,194089.14375255807,21498.721526773912,5500,4000,74807.23361788108,55666.020253771094,3.1414458115987007,4.415057194610839,2.610351889082169,416.96164825292055,98.7757883594691,706.2667410057087,1081.2966625317872,-375.0299215260785,563467.0794217752,531116.666683807
2025-09-30,339869.8870628415,382662.181078551,1545.514394743892,0.3573028435287671,339869.8870628415,367059.47802786884,5792.127068733337,87.65406621291515,9.698818971991352,2.647114815093489,194646.6511358991,21214.50660056145,5500,4000,75102.84498299444,56586.74658327252,3.1080504695868556,4.349524572326983,2.5689668149663154,412.68831720033086,99.12871705999544,687.8294523815956,1082.156019806153,-406.02132316066184,564972.7320458359,532662.181078551
2025-10-31,339196.043715981,381767.64962623204,-894.5314523189445,-0.19826509276353893,339196.043715981,366331.7272132595,5659.449911673619,87.84228279991115,9.579454614049956,2.578262586038905,193998.59559761753,20945.12492432952,5500,4000,74413.85399138066,56426.198862350946,3.077083636057698,4.296443395936271,2.5213725948113104,412.2984271651079,98.93217941716114,707.5688690329309,1092.3998350785419,-384.8309660456109,563609.8977073617,531767.649626232
2025-11-30,341361.4592935582,382730.63687791384,962.9872516817995,0.6383964723923493,341361.4592935582,368670.3760370429,5662.476862072501,87.9179014853176,9.521447982084323,2.5606505325980775,194980.6373227412,20686.19896083367,5500,4000,72835.68142724822,54884.92983405774,3.014663808342283,4.238467914955169,2.4862546387313507,412.7364760797533,99.56375896062114,718.1117825078642,1084.9790656744808,-369.89423356549867,564197.1407208064,532730.6368779138
2025-12-31,341497.5396776142,384208.5281955159,1477.8913176020724,0.0398640152106164,341497.5396776142,368817.3428518233,5574.713154879606,87.96251668667523,9.53175995550212,2.5057233578226517,194918.7987515122,20406.210232458292,5500,4000,73922.71426789179,55315.85210674286,2.9684127697313802,4.177267620306147,2.4022992920291135,419.6189496948965,99.60344907263747,689.4081496172206,1089.3920472963298,-399.9838976791092,565420.253945506,534208.528195516
2026-01-31,342802.6254595595,385540.4740774153,1331.945881899388,0.38216550057062026,342802.6254595595,370226.8354963243,5589.555506509944,87.8206446447584,9.683915581944866,2.49543977329672,195718.15856488235,20122.569384575134,5500,4000,72359.03690602483,57121.26982431352,2.901789217798606,4.121795933655858,2.3760722897820568,414.0753588508171,99.98409909237152,699.8101146409256,1090.1689742722406,-405.20121126165327,565161.6623655844,535540.4740774153
2026-02-28,345503.0639057278,375569.62700646237,-9970.847070952936,0.7877531400315749,345503.0639057278,373143.30901818606,5643.347618520993,87.79120099474112,9.708553514162656,2.5002454910962326,197118.88427114065,19841.207008936097,5500,4000,73599.53146203869,54211.30166787889,2.8539963740902263,4.091503506806089,2.317452053758681,452.7186617891881,100.77172697250394,738.1990119335554,1086.353150835415,-401.9462509129081,569102.5953677665,525569.6270064623
2026-03-31,344749.017776043,374927.08581499197,-642.5411914704018,-0.21824585899782295,344749.017776043,372328.93919812643,5613.986529602626,87.8339461952433,9.674604061259943,2.4914497434967697,196678.03154551666,19582.524408248784,5500,4000,75811.82058182784,56098.701951406496,2.7383615118244125,3.9945448189887127,2.2579084675217866,442.13696753650186,100.55179685134588,716.5825908425929,1086.129163253037,-369.546572410444,570560.8383578708,524927.085814992
2026-04-30,346316.91141540254,375306.7352223327,379.6494073407375,0.4547927792438483,346316.91141540254,374022.2643286348,5590.258209314752,87.75257679327643,9.790231610011077,2.4571915967124975,197507.95535750288,19326.604438939987,5500,4000,75894.84104028664,57628.3472488291,2.684847909553951,3.949928382621907,2.2265879297527307,443.5612926505877,101.00909916282575,725.9431944860115,1091.5431506414388,-365.5999561554273,572211.7524556892,525306.7352223326
2026-05-31,347208.3245816724,375108.5025626478,-198.2326596849016,0.2573981047089489,347208.3245816724,374984.9905482062,5565.207819929076,87.72894974816873,9.839404770794342,2.4316454810369246,197945.397249238,19085.820573687328,5500,4000,76728.45316695847,56096.1372607107,2.6228604977502066,3.905990010657285,2.146760773653384,459.10335688976045,101.26909466965445,747.1819352490454,1091.1588856099854,-343.97695036094,573936.7777486308,525108.5025626478
2026-06-30,346660.25096009485,375493.1291477217,384.6265850738855,-0.15785152105378095,346660.25096009485,374393.0710369025,5467.534687159066,87.96810254023087,9.645103803639017,2.3867936561301084,197333.46298399105,18814.989624800786,5500,4000,78374.88720852233,55944.49789674386,2.595604647141487,3.828211861613368,2.04599008448022,465.694721373844,101.109239863361,702.3360286695803,1089.2373842217814,-386.90135555220115,575035.1381686172,525493.1291477217
2026-07-31,348077.1244396856,375583.8096114909,90.6804637692403,0.40872106786591184,348077.1244396856,375923.29439486045,5414.745313465199,87.96240731124217,9.697627783217555,2.3399649055402754,197982.0074105016,18576.528477565498,5500,4000,78103.72182049256,55157.85843416483,2.620319172570146,3.798225166538826,2.0251394733786587,467.8880796142629,101.52249462824165,754.5802526360453,1095.239034400742,-340.65878176469664,576180.8462601781,525583.8096114909
2026-08-31,349902.6283270977,378551.4021980556,2967.592586564657,0.5244538521026371,349902.6283270977,377894.8385932655,5391.304314385561,88.08424182574414,9.602424138387017,2.313334035868839,198721.33071348976,18364.5723553928,5500,4000,79746.77146555496,55163.7962331105,2.5362261426920694,3.8068591592994663,1.962071681057768,491.07086619371216,102.05493326207016,794.9514830998429,1097.7459433465554,-302.79446024671245,579649.3997926526,528551.4021980555
